segment,n_points,type,method,linearity,planarity,sphericity,curvature_mean,normal_consistency,n_components,rmse,hausdorff_p95,chamfer,n_artifacts,watertight,n_vertices,n_triangles,file
6,300,complex,poisson,0.2281849312449429,0.376028522189628,0.3957865465654291,0.08199956758868761,0.8806324900090327,15,0.03252085914308878,0.18656672469824845,0.11736957554626762,5,False,4534,8797,valve_0395_lidar_classes.ply
7,88,tube,ball_pivoting,0.9763811112351644,0.010241830333780181,0.013377058431055425,0.10444271270411255,0.8032078658998875,2,0.017677364991827475,0.03744096057779325,0.02401224353644124,4,False,88,66,valve_0395_lidar_classes.ply
8,1606,complex,poisson,0.4592887456480948,0.5069297380497856,0.03378151630211962,0.05979920600061782,0.9267053892110351,1,0.01322330815659636,0.08935851263551954,0.03842269705754269,2,False,4822,9522,valve_0395_lidar_classes.ply
9,1825,complex,poisson,0.20246488606412974,0.749660111309025,0.04787500262684532,0.05792985510630543,0.9321974058091149,3,0.012176156519762496,0.06898539571341739,0.030191720092513377,3,False,5156,10229,valve_0395_lidar_classes.ply
10,3669,complex,poisson,0.1389035662020045,0.40271220391047374,0.45838422988752175,0.03993238580509918,0.973254365070908,5,0.010422394826789538,0.0378781567403471,0.02142823348858868,1,False,8269,16322,valve_0395_lidar_classes.ply
11,761,plane,alpha_shape,0.1899681903844061,0.7834855788509139,0.026546230764680063,0.04289902340731695,0.9654879420012222,1,0.0118207371628386,0.019964765960098062,0.020738019529461155,1,False,671,1458,valve_0395_lidar_classes.ply
12,1450,plane,alpha_shape,0.21604586851816346,0.7127630234446485,0.07119110803718808,0.04480688099423272,0.9609394012123917,1,0.012036691836140064,0.022462097448152165,0.021802520867668127,1,False,1181,2614,valve_0395_lidar_classes.ply
13,629,complex,poisson,0.13467023482118165,0.4463004771101377,0.41902928806868067,0.0806139483077374,0.898623119181205,1,0.012035717091124797,0.028693551461974023,0.021735059999046603,1,False,2948,5696,valve_0395_lidar_classes.ply
2,658,complex,poisson,0.2060558932981966,0.5059566547476514,0.28798745195415193,0.07288122093653022,0.8890238228555178,15,0.02683539799064004,0.15373688475315775,0.09219342412361556,1,False,5221,10190,valve_0396_lidar_classes.ply
3,83,complex,poisson,0.8024281928051938,0.17627003123735827,0.02130177595744784,0.05658690101776654,0.9534239227011476,1,0.010680282179706532,0.058647102784685164,0.03194122213163328,8,False,1517,2870,valve_0396_lidar_classes.ply
5,1604,complex,poisson,0.3951081023900614,0.5543387231087883,0.05055317450115029,0.09763532903233112,0.8091852645428458,1,0.018992846843183142,0.1461081075053795,0.07166207673536829,7,False,6280,12385,valve_0396_lidar_classes.ply
6,190,complex,poisson,0.28999853297050926,0.4625904398039111,0.24741102722557962,0.05105667505367421,0.9160129231514563,16,0.039708362800380266,0.22375914701211394,0.1240413511750843,3,False,3652,7024,valve_0396_lidar_classes.ply
7,82,tube,ball_pivoting,0.9658274689775165,0.004886212282281029,0.029286318740202506,0.06396774164339064,0.8897624642615021,3,0.011174870240760653,0.025574525223343653,0.020697656018186836,3,False,82,100,valve_0396_lidar_classes.ply
8,1716,tube,ball_pivoting,0.5756290648298926,0.3879681596029537,0.03640277556715355,0.07259164729174683,0.9075274192910241,1,0.012746959015175472,0.02232388070963693,0.021324939531932315,7,False,1716,2153,valve_0396_lidar_classes.ply
9,1156,tube,ball_pivoting,0.5073987592282704,0.44436584353026376,0.04823539724146589,0.052439307695469305,0.9357809756819776,3,0.012401248368125227,0.022697036040101412,0.021638230852087836,3,False,1156,1681,valve_0396_lidar_classes.ply
10,2996,complex,poisson,0.445293022518566,0.18507605260563506,0.3696309248757989,0.04249728296493939,0.9705006096454799,2,0.011586253900861952,0.05872444838546425,0.027736140064772194,1,False,7252,14299,valve_0396_lidar_classes.ply
11,803,plane,alpha_shape,0.12711469390806754,0.8470895472239136,0.025795758868018884,0.04868187196779448,0.952170562787972,1,0.01293987620749306,0.021985064982242616,0.02241271899064025,1,False,656,1398,valve_0396_lidar_classes.ply
12,1191,plane,alpha_shape,0.21375465949632538,0.7058019861830721,0.08044335432060253,0.0441086421673159,0.9617541755962385,1,0.013217504385923064,0.025434400481698937,0.02394179884680544,2,False,984,2166,valve_0396_lidar_classes.ply
13,724,complex,poisson,0.05898239527910457,0.530330506493775,0.41068709822712046,0.08953566453389002,0.8745477156629919,1,0.013801704534944833,0.03369759946411438,0.024612080770562428,3,False,3004,5832,valve_0396_lidar_classes.ply
2,536,complex,poisson,0.37138466044601276,0.3214406433746179,0.3071746961793693,0.09052190329979622,0.8692610166490946,16,0.027200373578127955,0.11778973546566847,0.0768079370608046,11,False,3947,7619,valve_0397_lidar_classes.ply
3,79,tube,ball_pivoting,0.7769164114506713,0.200222350629037,0.022861237920291665,0.0512240339641932,0.9491310181955102,1,0.008289840324910815,0.015883278875182767,0.01701266667510578,1,False,79,105,valve_0397_lidar_classes.ply
5,1468,complex,poisson,0.38996898221546394,0.5360224692130411,0.07400854857149503,0.09497880069141862,0.8325665240231326,1,0.01905216625407063,0.17612267416118918,0.08012060837377377,3,False,6417,12683,valve_0397_lidar_classes.ply
6,418,complex,poisson,0.48786072942297054,0.21147281777218555,0.3006664528048439,0.0873665961638625,0.862987243420868,17,0.029937083273417,0.1409351272733065,0.10125100253861069,7,False,5116,9875,valve_0397_lidar_classes.ply
7,87,tube,ball_pivoting,0.9645439098423205,0.008006535049650494,0.0274495551080289,0.0843346686362656,0.874276106632178,2,0.00883145049207275,0.018279627890656583,0.017263438254781837,2,False,87,136,valve_0397_lidar_classes.ply
8,1065,complex,poisson,0.486299394997168,0.48766153424125736,0.026039070761574648,0.062544821676632,0.931986993091979,2,0.014928157488171206,0.1095813238316762,0.053265224920294105,2,False,4181,8168,valve_0397_lidar_classes.ply
9,2172,complex,poisson,0.15129665126884342,0.7589581883616191,0.08974516036953747,0.06684861515469068,0.9231326769592622,1,0.013016685561941396,0.03936136315142191,0.02506179725008343,2,False,6336,12535,valve_0397_lidar_classes.ply
10,2963,complex,poisson,0.26409855524462417,0.3078871815114441,0.4280142632439317,0.04805938205367544,0.9627513517193986,9,0.012600835524688056,0.06956942289683901,0.033323899595414944,4,False,7616,15069,valve_0397_lidar_classes.ply
11,721,plane,alpha_shape,0.21252563840348274,0.7627295125621316,0.024744849034385657,0.030774114305398646,0.9783256392820462,2,0.012243148209905736,0.021675150162482795,0.021695541720324393,1,False,646,1440,valve_0397_lidar_classes.ply
12,1312,plane,alpha_shape,0.12107811227256338,0.8103167731796312,0.06860511454780538,0.04386592397775792,0.957249290435961,2,0.01243281351759023,0.021296030687767652,0.021784896583245724,1,False,1067,2332,valve_0397_lidar_classes.ply
13,692,complex,poisson,0.14950751846696297,0.5103766179379131,0.3401158635951239,0.08106494997456858,0.8858012976948084,1,0.012874764339915011,0.03148051761158859,0.023225639774119455,1,False,2760,5333,valve_0397_lidar_classes.ply
2,438,complex,poisson,0.2025900493843697,0.5289741947750269,0.2684357558406034,0.07615375337646901,0.8893358145899471,14,0.022566055929437133,0.11907021958847731,0.07338150226385182,12,False,3360,6439,valve_0398_lidar_classes.ply
3,52,complex,poisson,0.8286533660123949,0.14970879648384122,0.021637837503763916,0.0570480554055181,0.9594694614085035,3,0.010422562981411605,0.05642087962450052,0.03528466273977639,10,False,1437,2701,valve_0398_lidar_classes.ply
5,1554,complex,poisson,0.2801016163532001,0.6396889426226539,0.08020944102414612,0.09386865441047547,0.8318723982136359,1,0.01729055841827605,0.14468914740801403,0.06589074070701648,4,False,6442,12758,valve_0398_lidar_classes.ply
6,262,complex,poisson,0.16350496321069602,0.40713020071216277,0.4293648360771412,0.08016474255773337,0.8682128138062584,15,0.03462133582815482,0.1616012613930102,0.10567752910411626,5,False,3559,6856,valve_0398_lidar_classes.ply
7,70,tube,ball_pivoting,0.9705414560248555,0.012084201648039814,0.017374342327104594,0.09762911424628891,0.8421867226261267,3,0.019001027323786664,0.03602549843565062,0.027330674095208868,3,False,70,60,valve_0398_lidar_classes.ply
8,941,plane,alpha_shape,0.32167483295567456,0.6352775083656284,0.043047658678697,0.04472985788393133,0.9534334939705318,2,0.012948388508738933,0.025581537871691422,0.023445177318834252,2,False,762,1618,valve_0398_lidar_classes.ply
9,2082,tube,ball_pivoting,0.5232969872055928,0.4335554296848388,0.04314758310956838,0.06500177068702948,0.932313138758588,1,0.011825771430588567,0.020406765828604075,0.020351917970821518,5,False,2082,2665,valve_0398_lidar_classes.ply
10,3306,complex,poisson,0.3142723119097722,0.4105111851603923,0.2752165029298355,0.04439877380995202,0.968315678907149,3,0.011956937787699623,0.07890211040483619,0.03433035670250979,3,False,8618,17044,valve_0398_lidar_classes.ply
11,859,plane,alpha_shape,0.2180908215934061,0.755339160399791,0.02657001800680292,0.044570044399564475,0.9602225113032565,1,0.013041531946077338,0.021682858808844577,0.021764800225953944,1,False,712,1478,valve_0398_lidar_classes.ply
12,1341,plane,alpha_shape,0.14787079216293172,0.7894363862502435,0.06269282158682485,0.046690648563802305,0.9612676632544622,1,0.012420100365389016,0.022332527983377662,0.022038235323671076,3,False,1094,2344,valve_0398_lidar_classes.ply
13,699,complex,poisson,0.04425420205079952,0.5146510831876941,0.4410947147615063,0.07215114055402924,0.9240227946660109,1,0.012108803312344285,0.0296869927819662,0.022503761905965924,1,False,3005,5806,valve_0398_lidar_classes.ply
2,553,complex,poisson,0.4848945943521142,0.09727931364115644,0.4178260920067294,0.07608429988022923,0.8867628571811218,15,0.027999576999990696,0.15562581420204039,0.09765237512873969,9,False,5296,10253,valve_0399_lidar_classes.ply
3,53,tube,ball_pivoting,0.86774986881675,0.10946995842409933,0.022780172759150712,0.06874329471700011,0.9463686700729818,2,0.008535081204853353,0.04348863371659172,0.02501635593851336,1,False,53,70,valve_0399_lidar_classes.ply
5,1411,complex,poisson,0.28926850405046084,0.6426440112184124,0.06808748473112668,0.10145500952880081,0.8164398438266811,1,0.019619971716912786,0.23359083319022422,0.1035329502575896,1,False,6580,12933,valve_0399_lidar_classes.ply
6,385,complex,poisson,0.40878582512510525,0.2115486519101842,0.37966552296471057,0.07719148981192854,0.8915098779731895,17,0.02981010267335989,0.13412834005555982,0.09047360976043596,5,False,4219,8117,valve_0399_lidar_classes.ply
7,86,tube,ball_pivoting,0.9612899892442041,0.005469464937294152,0.033240545818501804,0.07832241775783934,0.9008215380052933,3,0.02390547415748037,0.046938424623419184,0.03018571658307126,7,False,86,50,valve_0399_lidar_classes.ply
8,1840,complex,poisson,0.4087600942388764,0.5487787362015608,0.04246116955956277,0.07179100496656174,0.9133678007545799,1,0.013462933696463675,0.07736882009207717,0.035668321872378506,1,False,5314,10507,valve_0399_lidar_classes.ply
9,1664,complex,poisson,0.23272415655289502,0.7199264119288186,0.047349431518286404,0.05590655394123401,0.9427942430002978,3,0.013558700684082325,0.13789153121855752,0.0524936892582643,3,False,5977,11884,valve_0399_lidar_classes.ply
10,3699,complex,poisson,0.08434383629955505,0.44239734835341177,0.4732588153470332,0.0445195673869294,0.9675716767021775,4,0.010811935404099228,0.05843230961949948,0.025507417384297192,2,False,8937,17682,valve_0399_lidar_classes.ply
11,629,plane,alpha_shape,0.2355255862151103,0.7445552386640614,0.01991917512082833,0.036910967972789935,0.9762386077961195,3,0.012576180860139117,0.024540252796471585,0.02218223458486992,1,False,553,1204,valve_0399_lidar_classes.ply
12,1576,plane,alpha_shape,0.24496746184922166,0.6863526730218811,0.06867986512889732,0.04973496477307753,0.9548907154905675,1,0.012025748481080336,0.02079483932525132,0.021747341480253313,1,False,1274,2746,valve_0399_lidar_classes.ply
13,654,complex,poisson,0.04513534713428087,0.5468682658911888,0.40799638697453033,0.0730115665887743,0.9000424876759362,1,0.012020779666675897,0.02901009559015991,0.021602399891554047,6,False,3116,6028,valve_0399_lidar_classes.ply
2,751,complex,poisson,0.033738110780722044,0.5527924806640799,0.413469408555198,0.08320892665020711,0.8745725312565183,15,0.022792298150921424,0.12842855111973212,0.07444169958956046,3,False,5023,9688,valve_0400_lidar_classes.ply
3,69,tube,ball_pivoting,0.8237066585263232,0.15667553091161382,0.019617810562063003,0.05629896538423399,0.9275525492767198,1,0.008702032523575152,0.020931054691855345,0.017460353572607272,1,False,69,90,valve_0400_lidar_classes.ply
5,1536,complex,poisson,0.24363931942680142,0.6933819237665388,0.06297875680665975,0.09957034070676918,0.8097426090721122,1,0.018258698763227783,0.1394300433594045,0.06821655287320877,7,False,6089,12002,valve_0400_lidar_classes.ply
6,119,complex,poisson,0.3550298485836431,0.24595432638311748,0.3990158250332394,0.025530036609541527,0.9459298267577987,13,0.05321424930022192,0.17080378055011666,0.11593605996203635,2,False,3017,5759,valve_0400_lidar_classes.ply
7,69,tube,ball_pivoting,0.9707041353084213,0.009144944487750549,0.02015092020382811,0.07969657825224406,0.8485279754219909,3,0.013845423008509907,0.05384427180732869,0.029468884451433412,3,False,69,83,valve_0400_lidar_classes.ply
8,2109,complex,poisson,0.29376065242993277,0.6452664711225494,0.060972876447517886,0.06040930678546494,0.9277365511546216,2,0.012213732277439673,0.05770977956556035,0.028249387413427755,2,False,6184,12264,valve_0400_lidar_classes.ply
9,1467,complex,poisson,0.43297092341432,0.534028499335942,0.033000577249737977,0.062362356847020094,0.928418519381063,2,0.015168812683414383,0.20720249699395854,0.07215939572166284,2,False,5739,11345,valve_0400_lidar_classes.ply
10,3509,complex,poisson,0.24227238746970148,0.3229208756342615,0.43480673689603705,0.044256971105770065,0.969272004066472,8,0.011089329571397983,0.05452288879295315,0.026448676947559327,1,False,8128,16093,valve_0400_lidar_classes.ply
11,816,plane,alpha_shape,0.1255791243830111,0.8472261494800931,0.027194726136895837,0.03909282936917176,0.9631380827187095,1,0.011993791421468185,0.020681853321947254,0.020227740250617018,1,False,697,1524,valve_0400_lidar_classes.ply
12,1465,complex,poisson,0.13965519355734926,0.7982183533241154,0.06212645311853533,0.05028873487573656,0.9522021023260523,1,0.01447214326805093,0.15193040561434018,0.05610286801955712,2,False,5823,11491,valve_0400_lidar_classes.ply
13,757,complex,poisson,0.1472263661008989,0.3730090443119056,0.4797645895871955,0.08067599761513451,0.8956002353335238,1,0.012431709084407303,0.028873467339209636,0.0219439657536922,1,False,3009,5840,valve_0400_lidar_classes.ply
2,686,complex,poisson,0.11943689615007386,0.48740020242508686,0.3931629014248393,0.07664763261563938,0.8870478123784249,16,0.023984761308345565,0.14611791556502218,0.08657618096656267,5,False,5768,11177,valve_0401_lidar_classes.ply
3,72,tube,ball_pivoting,0.8476425608461936,0.1231410503881679,0.029216388765638465,0.08990574482769989,0.8769396087982785,2,0.010456825640902704,0.032003812902164606,0.02136125973268549,1,False,72,83,valve_0401_lidar_classes.ply
5,1668,complex,poisson,0.29714842670230796,0.6316746110536365,0.0711769622440555,0.09238952644541563,0.82955777342197,2,0.021085122719791242,0.25095415221523065,0.11884853533647868,4,False,7829,15388,valve_0401_lidar_classes.ply
6,395,complex,poisson,0.49958475012202963,0.1926929567182543,0.30772229315971605,0.06306728221213789,0.9296967578930256,17,0.02672033403740863,0.15978267033323948,0.09018540217037738,9,False,4471,8580,valve_0401_lidar_classes.ply
7,85,tube,ball_pivoting,0.9739013173866377,0.010621949214054145,0.015476733399308202,0.10715685849415348,0.84181535192139,3,0.012688988612314918,0.028897634214875793,0.019592665547576063,2,False,85,88,valve_0401_lidar_classes.ply
8,1523,complex,poisson,0.37475607709551506,0.590338601765801,0.03490532113868388,0.06098919837847949,0.9267815417269305,1,0.014405234128251258,0.11879647046661779,0.05038514995886921,3,False,5181,10228,valve_0401_lidar_classes.ply
9,1974,complex,poisson,0.303487893313494,0.6490282594764112,0.04748384721009478,0.058326653229419136,0.9348588464590161,1,0.012394067096970553,0.08031535527397708,0.0324455191699652,2,False,5621,11161,valve_0401_lidar_classes.ply
10,3627,complex,poisson,0.18192668939702672,0.35539308239129475,0.46268022821167853,0.04411921616956227,0.9682419405352783,7,0.011073925810751544,0.0507276649550919,0.02532361787696955,1,False,8139,16099,valve_0401_lidar_classes.ply
